epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
41,2809.08,2.18715,3.02212,0.02201,0.99929,0.2922,0.11368,0.0902,0.05108,2.23779,3.03997,0.022,0,0.00208,0.00208,0.00208,0.00104,0.00416
42,2877.71,2.15196,2.92163,0.0219,1.00005,0.27752,0.10653,0.08416,0.04894,2.22573,3.02841,0.02171,0,0.001882,0.001882,0.001882,0.000941,0.003764
43,2948.25,2.15727,2.89836,0.02146,0.99983,0.30423,0.11589,0.09282,0.05369,2.23514,2.98736,0.02191,0,0.001684,0.001684,0.001684,0.000842,0.003368
44,3024.36,2.15144,2.87003,0.02155,0.9998,0.28242,0.11399,0.09457,0.0545,2.23262,2.99138,0.02172,0,0.001486,0.001486,0.001486,0.000743,0.002972
45,3093.75,2.13983,2.85007,0.02145,0.99974,0.32181,0.1222,0.09854,0.05641,2.21635,2.97202,0.02151,0,0.001288,0.001288,0.001288,0.000644,0.002576
46,3158.16,2.13808,2.82166,0.02084,0.99997,0.33235,0.12195,0.10337,0.05997,2.20602,2.95946,0.02156,0,0.00109,0.00109,0.00109,0.000545,0.00218
47,3222.86,2.13232,2.82991,0.02128,0.99998,0.31241,0.11252,0.09849,0.05751,2.22337,2.9564,0.0215,0,0.000892,0.000892,0.000892,0.000446,0.001784
48,3289.62,2.10445,2.83235,0.02075,0.99961,0.31417,0.11141,0.10264,0.05946,2.2105,2.9475,0.02139,0,0.000694,0.000694,0.000694,0.000347,0.001388
49,3361.56,2.1354,2.80615,0.02103,1.00065,0.33784,0.10754,0.09951,0.05937,2.20141,2.938,0.0213,0,0.000496,0.000496,0.000496,0.000248,0.000992
50,3433.11,2.10232,2.79933,0.02068,0.99906,0.35139,0.10563,0.09834,0.05807,2.18985,2.94299,0.02119,0,0.000298,0.000298,0.000298,0.000149,0.000596
