epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
11,877.159,2.38728,3.54301,0.02313,0.99819,0.31055,0.47853,0.04207,0.03661,0.01857,2.43957,3.6011,0.02595,0,0,0.310547,0.310547,0,0.517578,0,0.0377079,0.15,0.15,0,1,0.00802,0.00802,0.00802,0.00401,0.01604
12,947.814,2.34793,3.54849,0.02341,0.99819,0.27552,0.50365,0.04291,0.03467,0.0186,2.45181,3.52162,0.02679,0,0,0.275519,0.275519,0,0.459199,0,0.0335629,0.15,0.15,0,1,0.007822,0.007822,0.007822,0.003911,0.015644
13,1015.95,2.37996,3.48358,0.02287,0.99833,0.25296,0.40167,0.05416,0.04528,0.02452,2.43973,3.47664,0.026,0,0,0.25296,0.25296,0,0.421599,0,0.030957,0.15,0.15,0,1,0.007624,0.007624,0.007624,0.003812,0.015248
14,1084.64,2.35867,3.4607,0.02259,0.99866,0.24106,0.41493,0.04892,0.04013,0.02143,2.40424,3.39512,0.02595,0,0,0.241055,0.241055,0,0.401759,0,0.0296742,0.15,0.15,0,1,0.007426,0.007426,0.007426,0.003713,0.014852
15,1152.88,2.32866,3.40096,0.02222,0.99806,0.23173,0.41864,0.05336,0.0502,0.02695,2.38276,3.32542,0.02571,0,0,0.231729,0.231729,0,0.386215,0,0.0289418,0.15,0.15,0,1,0.007228,0.007228,0.007228,0.003614,0.014456
16,1222.74,2.31423,3.3992,0.02213,0.99839,0.22874,0.47135,0.06155,0.04245,0.02251,2.39704,3.35061,0.02584,0,0,0.228737,0.228737,0,0.381228,0,0.0286095,0.15,0.15,0,1,0.00703,0.00703,0.00703,0.003515,0.01406
17,1292.47,2.31198,3.37001,0.02221,0.99877,0.22517,0.42988,0.06386,0.05146,0.02812,2.38044,3.32325,0.02519,0,0,0.225171,0.225171,0,0.375284,0,0.028225,0.15,0.15,0,1,0.006832,0.006832,0.006832,0.003416,0.013664
18,1360.25,2.30314,3.34525,0.02173,0.99778,0.21964,0.41647,0.06826,0.04943,0.02628,2.38284,3.28043,0.02527,0,0,0.219635,0.219635,0,0.366058,0,0.027726,0.15,0.15,0,1,0.006634,0.006634,0.006634,0.003317,0.013268
19,1430.06,2.29726,3.34247,0.02177,0.99929,0.21686,0.41799,0.07035,0.05399,0.03025,2.37292,3.27736,0.02432,0,0,0.21686,0.21686,0,0.361434,0,0.027388,0.15,0.15,0,1,0.006436,0.006436,0.006436,0.003218,0.012872
20,1499.98,2.28689,3.32276,0.02203,0.99818,0.21222,0.42148,0.07287,0.05263,0.02881,2.34775,3.30355,0.02437,0,0,0.212224,0.212224,0,0.353707,0,0.026895,0.15,0.15,0,1,0.006238,0.006238,0.006238,0.003119,0.012476
21,1571.38,2.27865,3.31203,0.02146,0.99967,0.20813,0.35961,0.07822,0.06037,0.03333,2.32474,3.33823,0.024,0,0,0.20813,0.20813,0,0.346883,0,0.0263966,0.15,0.15,0,1,0.00604,0.00604,0.00604,0.00302,0.01208
22,1643.02,2.27071,3.26996,0.02149,0.99815,0.20608,0.39993,0.07412,0.06084,0.03353,2.33345,3.25641,0.02402,0,0,0.206084,0.206084,0,0.343474,0,0.0264072,0.15,0.15,0,1,0.005842,0.005842,0.005842,0.002921,0.011684
23,1712.47,2.26926,3.25261,0.02121,0.99977,0.20101,0.34975,0.08762,0.06492,0.03678,2.31739,3.22919,0.02398,0,0,0.201013,0.201013,0,0.335022,0,0.0257951,0.15,0.15,0,1,0.005644,0.005644,0.005644,0.002822,0.011288
24,1780.47,2.24816,3.24451,0.02117,0.99919,0.19923,0.34485,0.08028,0.06682,0.03612,2.30721,3.23319,0.02379,0,0,0.19923,0.19923,0,0.332051,0,0.0255856,0.15,0.15,0,1,0.005446,0.005446,0.005446,0.002723,0.010892
25,1849.95,2.23792,3.22051,0.02133,0.99891,0.19668,0.43993,0.07802,0.0713,0.04052,2.32254,3.17959,0.02377,0,0,0.196678,0.196678,0,0.327796,0,0.0253869,0.15,0.15,0,1,0.005248,0.005248,0.005248,0.002624,0.010496
26,1919.18,2.23165,3.21036,0.02117,0.99871,0.19353,0.40117,0.07206,0.06681,0.03725,2.31208,3.198,0.02366,0,0,0.19353,0.19353,0,0.322551,0,0.0250254,0.15,0.15,0,1,0.00505,0.00505,0.00505,0.002525,0.0101
27,1987.93,2.243,3.17966,0.02079,0.99878,0.19339,0.36195,0.08249,0.07401,0.03873,2.34545,3.18156,0.02376,0,0,0.193386,0.193386,0,0.32231,0,0.0250573,0.15,0.15,0,1,0.004852,0.004852,0.004852,0.002426,0.009704
28,2056.68,2.23939,3.15808,0.02073,0.99976,0.19119,0.38637,0.08413,0.06984,0.03783,2.29808,3.1422,0.02337,0,0,0.191189,0.191189,0,0.318649,0,0.0248193,0.15,0.15,0,1,0.004654,0.004654,0.004654,0.002327,0.009308
29,2127.43,2.25089,3.12495,0.02042,0.99831,0.18864,0.38122,0.09023,0.07527,0.04003,2.26044,3.14997,0.02309,0,0,0.188642,0.188642,0,0.314403,0,0.0245637,0.15,0.15,0,1,0.004456,0.004456,0.004456,0.002228,0.008912
30,2197.88,2.22262,3.13099,0.02047,0.99928,0.18808,0.36745,0.09254,0.07267,0.04024,2.27903,3.11918,0.02297,0,0,0.188076,0.188076,0,0.31346,0,0.024513,0.15,0.15,0,1,0.004258,0.004258,0.004258,0.002129,0.008516
31,2268.72,2.20397,3.13375,0.02054,0.99943,0.18808,0.28923,0.08793,0.06748,0.03788,2.28548,3.1041,0.02298,0,0,0.188075,0.188075,0,0.313458,0,0.0245607,0.15,0.15,0,1,0.00406,0.00406,0.00406,0.00203,0.00812
32,2339.45,2.19717,3.10541,0.02061,0.99896,0.18723,0.34308,0.10044,0.07739,0.04264,2.27903,3.10724,0.02292,0,0,0.187234,0.187234,0,0.312057,0,0.0245602,0.15,0.15,0,1,0.003862,0.003862,0.003862,0.001931,0.007724
33,2407.11,2.21564,3.10488,0.02023,1.00049,0.18644,0.39795,0.09682,0.07402,0.04012,2.28277,3.17659,0.02269,0,0,0.186445,0.186445,0,0.310741,0,0.0242878,0.15,0.15,0,1,0.003664,0.003664,0.003664,0.001832,0.007328
34,2478.46,2.20261,3.0943,0.02011,0.99922,0.18623,0.36945,0.09639,0.08066,0.04372,2.25246,3.1207,0.02248,0,0,0.186229,0.186229,0,0.310381,0,0.0243169,0.15,0.15,0,1,0.003466,0.003466,0.003466,0.001733,0.006932
35,2548.72,2.1871,3.08516,0.02003,0.99943,0.18458,0.40787,0.09622,0.07913,0.04515,2.24089,3.12794,0.02236,0,0,0.184585,0.184585,0,0.307641,0,0.0241455,0.15,0.15,0,1,0.003268,0.003268,0.003268,0.001634,0.006536
36,2618.74,2.18637,3.05853,0.01986,0.9992,0.18357,0.32208,0.10167,0.07154,0.04026,2.25016,3.10517,0.02229,0,0,0.183573,0.183573,0,0.305955,0,0.0240859,0.15,0.15,0,1,0.00307,0.00307,0.00307,0.001535,0.00614
37,2687.41,2.17976,3.03666,0.01979,0.99973,0.18294,0.34228,0.09611,0.07938,0.04409,2.25096,3.09465,0.02242,0,0,0.182941,0.182941,0,0.304901,0,0.0240551,0.15,0.15,0,1,0.002872,0.002872,0.002872,0.001436,0.005744
38,2757.54,2.1682,3.02858,0.01974,0.99921,0.18175,0.34261,0.10271,0.08031,0.04489,2.24595,3.072,0.02219,0,0,0.181753,0.181753,0,0.302921,0,0.0239524,0.15,0.15,0,1,0.002674,0.002674,0.002674,0.001337,0.005348
39,2828.01,2.16981,3.00403,0.01965,0.99966,0.1805,0.29266,0.09937,0.08169,0.04486,2.23161,3.06177,0.02211,0,0,0.180505,0.180505,0,0.300841,0,0.0238077,0.15,0.15,0,1,0.002476,0.002476,0.002476,0.001238,0.004952
40,2898.1,2.1725,2.99807,0.01942,0.99935,0.17973,0.33425,0.09151,0.0817,0.04594,2.21363,3.05079,0.02195,0,0,0.179729,0.179729,0,0.299548,0,0.0237269,0.15,0.15,0,1,0.002278,0.002278,0.002278,0.001139,0.004556
41,2966.18,2.19711,3.07005,0.02226,1.00037,0.21484,0.30613,0.1013,0.07788,0.04487,2.23412,3.048,0.02203,0,0,0.214838,0.214838,0,0.358063,0,0.0278707,0.15,0.15,0,1,0.00208,0.00208,0.00208,0.00104,0.00416
42,3034.75,2.19424,2.98196,0.0223,0.99936,0.20702,0.31175,0.10052,0.08301,0.0479,2.20506,3.00788,0.02172,0,0,0.207021,0.207021,0,0.345035,0,0.0272941,0.15,0.15,0,1,0.001882,0.001882,0.001882,0.000941,0.003764
43,3104.08,2.1651,2.96686,0.02203,0.99992,0.20191,0.2865,0.11175,0.08279,0.04693,2.23948,3.02362,0.02218,0,0,0.201911,0.201911,0,0.336519,0,0.0267301,0.15,0.15,0,1,0.001684,0.001684,0.001684,0.000842,0.003368
44,3172.15,2.16965,2.91961,0.02172,0.9999,0.1987,0.29677,0.11132,0.08875,0.05044,2.21966,3.00922,0.02187,0,0,0.198697,0.198697,0,0.331161,0,0.0264552,0.15,0.15,0,1,0.001486,0.001486,0.001486,0.000743,0.002972
45,3242.72,2.15,2.90074,0.02184,0.99974,0.19615,0.27725,0.11235,0.08196,0.04808,2.21708,3.01226,0.02174,0,0,0.196153,0.196153,0,0.326922,0,0.0262645,0.15,0.15,0,1,0.001288,0.001288,0.001288,0.000644,0.002576
46,3312.27,2.14274,2.88367,0.02142,1.00046,0.19325,0.30504,0.105,0.08596,0.05046,2.19161,2.97827,0.02158,0,0,0.193253,0.193253,0,0.322088,0,0.0259529,0.15,0.15,0,1,0.00109,0.00109,0.00109,0.000545,0.00218
47,3381.61,2.15067,2.8662,0.02136,0.99872,0.193,0.27971,0.11338,0.08287,0.04856,2.19671,2.97542,0.02135,0,0,0.192999,0.192999,0,0.321665,0,0.0258983,0.15,0.15,0,1,0.000892,0.000892,0.000892,0.000446,0.001784
48,3450.47,2.12686,2.87879,0.02128,1.00021,0.19201,0.30459,0.10793,0.08423,0.05037,2.19288,2.99297,0.02127,0,0,0.192009,0.192009,0,0.320016,0,0.0257397,0.15,0.15,0,1,0.000694,0.000694,0.000694,0.000347,0.001388
49,3518.77,2.12786,2.84821,0.02128,1.00031,0.19136,0.27724,0.11407,0.08862,0.0535,2.19981,2.97911,0.02122,0,0,0.191359,0.191359,0,0.318932,0,0.0257624,0.15,0.15,0,1,0.000496,0.000496,0.000496,0.000248,0.000992
50,3587.62,2.12631,2.85068,0.02105,0.99981,0.19072,0.29356,0.11222,0.08979,0.05408,2.17362,2.9752,0.021,0,0,0.190722,0.190722,0,0.31787,0,0.025635,0.15,0.15,0,1,0.000298,0.000298,0.000298,0.000149,0.000596
