epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
24,1901.64,2.25245,3.24849,0.02119,0.99944,0.36814,0.07364,0.06096,0.03319,2.33223,3.23169,0.02396,0,0.005446,0.005446,0.005446,0.002723,0.010892
25,1976.92,2.24654,3.21291,0.02135,0.99878,0.36038,0.08446,0.0646,0.03552,2.31575,3.20377,0.02393,0,0.005248,0.005248,0.005248,0.002624,0.010496
26,2047.41,2.22883,3.21508,0.02109,0.99871,0.38645,0.07344,0.06379,0.03404,2.3022,3.22161,0.02381,0,0.00505,0.00505,0.00505,0.002525,0.0101
27,2118.59,2.23556,3.18167,0.02076,0.99891,0.32159,0.08496,0.05994,0.03189,2.32402,3.21832,0.02395,0,0.004852,0.004852,0.004852,0.002426,0.009704
28,2191.85,2.23639,3.17506,0.02066,0.99941,0.29798,0.07887,0.06256,0.03481,2.30515,3.15611,0.02353,0,0.004654,0.004654,0.004654,0.002327,0.009308
29,2263.61,2.24341,3.13403,0.02026,0.99858,0.31164,0.08764,0.06838,0.03843,2.26363,3.12257,0.02307,0,0.004456,0.004456,0.004456,0.002228,0.008912
30,2338.68,2.22583,3.13206,0.02054,0.99945,0.29746,0.08655,0.0635,0.03584,2.26829,3.14784,0.02277,0,0.004258,0.004258,0.004258,0.002129,0.008516
31,2419.84,2.21344,3.13575,0.02063,0.99976,0.31311,0.09612,0.06502,0.03558,2.27452,3.10229,0.02281,0,0.00406,0.00406,0.00406,0.00203,0.00812
32,2496.82,2.18616,3.09744,0.02045,0.99855,0.31127,0.08322,0.06869,0.0383,2.25859,3.13695,0.02279,0,0.003862,0.003862,0.003862,0.001931,0.007724
33,2572.09,2.21255,3.09885,0.02021,1.00012,0.33034,0.10514,0.07296,0.03844,2.28499,3.1535,0.02285,0,0.003664,0.003664,0.003664,0.001832,0.007328
34,2648.89,2.20219,3.09053,0.02001,0.99956,0.33283,0.09585,0.07334,0.04016,2.25633,3.12088,0.02253,0,0.003466,0.003466,0.003466,0.001733,0.006932
35,2729.66,2.20246,3.07397,0.02012,0.99938,0.36881,0.08843,0.07114,0.04087,2.24274,3.14425,0.02264,0,0.003268,0.003268,0.003268,0.001634,0.006536
36,2805.53,2.19858,3.07037,0.01987,0.99914,0.31524,0.09702,0.06965,0.03929,2.25774,3.13011,0.02254,0,0.00307,0.00307,0.00307,0.001535,0.00614
37,2872.38,2.18446,3.04053,0.01977,0.99975,0.29349,0.10166,0.07705,0.04284,2.25514,3.08853,0.02228,0,0.002872,0.002872,0.002872,0.001436,0.005744
38,2938.98,2.15835,3.03632,0.01957,0.99929,0.23279,0.10977,0.07784,0.04448,2.23634,3.06569,0.0222,0,0.002674,0.002674,0.002674,0.001337,0.005348
39,3004.78,2.1663,3.0131,0.01954,0.99946,0.26051,0.10763,0.07758,0.04312,2.23596,3.06361,0.02223,0,0.002476,0.002476,0.002476,0.001238,0.004952
40,3069.25,2.16676,3.00161,0.01934,0.99942,0.32248,0.09602,0.07883,0.04636,2.22902,3.04882,0.02206,0,0.002278,0.002278,0.002278,0.001139,0.004556
41,3131.55,2.19174,3.0779,0.02216,1.00062,0.28786,0.09985,0.07165,0.04185,2.25612,3.09027,0.02237,0,0.00208,0.00208,0.00208,0.00104,0.00416
42,3200.31,2.20003,2.98443,0.02234,0.99888,0.34899,0.08986,0.07719,0.04633,2.25718,3.06446,0.02252,0,0.001882,0.001882,0.001882,0.000941,0.003764
43,3274.45,2.17119,2.94752,0.02216,1.00016,0.28163,0.09864,0.08178,0.04723,2.23711,3.00799,0.0224,0,0.001684,0.001684,0.001684,0.000842,0.003368
44,3350.18,2.17408,2.90241,0.02177,0.99988,0.25994,0.1008,0.08068,0.0483,2.23745,3.03267,0.02219,0,0.001486,0.001486,0.001486,0.000743,0.002972
45,3426.35,2.16108,2.92004,0.02179,0.99968,0.26672,0.11138,0.08379,0.0493,2.22093,3.01935,0.02195,0,0.001288,0.001288,0.001288,0.000644,0.002576
46,3505.35,2.14298,2.89665,0.02143,1.00035,0.26831,0.10523,0.08258,0.04883,2.2161,3.00254,0.02197,0,0.00109,0.00109,0.00109,0.000545,0.00218
47,3576.74,2.1415,2.86604,0.02108,0.99906,0.25105,0.11159,0.08092,0.04748,2.20593,3.00707,0.02176,0,0.000892,0.000892,0.000892,0.000446,0.001784
48,3649.16,2.12571,2.87692,0.02121,1.00024,0.26098,0.10787,0.08111,0.04795,2.20182,3.00812,0.02166,0,0.000694,0.000694,0.000694,0.000347,0.001388
49,3724.77,2.13118,2.86023,0.02136,1.00017,0.24452,0.11293,0.08365,0.04889,2.20119,2.98946,0.02153,0,0.000496,0.000496,0.000496,0.000248,0.000992
50,3794.88,2.13001,2.83564,0.02126,1.00006,0.25479,0.11204,0.08526,0.0496,2.19294,2.98674,0.02151,0,0.000298,0.000298,0.000298,0.000149,0.000596
