scope,group,metric,n,blocks,mean,std,median,q25,q75,positive_fraction,negative_fraction,ci_low,ci_high
seed,20260824,response_grad_P4,128,16,0.17530277214684178,0.13920739942725452,0.1136285997382841,0.05719604251503547,0.28174985261760344,1.0,0.0,0.0938106779898181,0.1274799672153454
seed,20260825,A_Z,128,16,35.556337691092764,27.3222750796771,23.44586623825651,13.431793397849024,58.730847101294714,1.0,0.0,21.99538691550064,24.793803320084105
seed,20260825,A_Z_single,128,16,25.142127495530517,19.319765986283894,16.578731007863908,9.497712195115742,41.52898025015578,1.0,0.0,15.55308724277236,17.531866459037005
seed,20260825,A_P4,128,16,34.156059026745766,26.923061714910773,21.685580559907656,11.788425225635327,57.079776441222,1.0,0.0,20.963352926680283,22.648165704325955
seed,20260825,projector_transfer_ratio,128,16,0.9435365698772342,0.04748779351972649,0.9464769425772209,0.9153241849181151,0.9749458600657233,1.0,0.0,0.9320171192002072,0.9597338380370717
seed,20260825,G_norm,128,16,19.242621850660175,14.712326737943354,12.609352438831127,7.247894323086786,31.668948979995776,1.0,0.0,11.765700586930022,13.249892087345225
seed,20260825,G_angle,128,16,1.3009336792231725,0.042705322651015044,1.3029135972865813,1.271247321210921,1.3300012743720562,1.0,0.0,1.2787807263828186,1.323447816521333
seed,20260825,dominance_margin,128,16,2.0415429379967036,0.7872684956875325,1.896092577887765,1.3964752693339728,2.8418481460979814,1.0,0.0,1.8401736411243035,1.9926273930666962
seed,20260825,student_static_norm_median,128,16,3.6367894396259635,0.06936561898859737,3.6348918470261333,3.6001027561484094,3.672686878732581,1.0,0.0,3.603996734206114,3.6576444075264174
seed,20260825,student_response_norm_median,128,16,0.39159121368884187,0.2706565808705209,0.3380040983993362,0.13421577827479786,0.5679640433616584,1.0,0.0,0.32048770738049587,0.34912001305449447
seed,20260825,teacher_response_norm_median,128,16,0.29273448401855096,0.2125146972530146,0.23072457919710948,0.09683624702537053,0.4748340642746986,1.0,0.0,0.22057082222129837,0.23986567613521825
seed,20260825,cos_static_mean,128,16,0.6319655170010805,0.026671365771952442,0.6270815576084778,0.6152999958176077,0.6552506646708268,1.0,0.0,0.6200978891385784,0.6496532454573749
seed,20260825,cos_response_mean,128,16,-0.0007068254672433352,0.014189212381114414,-0.00021594335546777654,-0.010240661487103621,0.009601343383772366,0.5,0.5,-0.004048404184352503,0.004774551047164208
seed,20260825,response_grad_Z,128,16,0.23509479094966798,0.18002870020205636,0.15497453365200742,0.08803647778283141,0.38384573659229193,1.0,0.0,0.14498347814994406,0.1605203261119879
seed,20260825,response_grad_P4,128,16,0.15125221087227356,0.11707407022792615,0.09625928697381682,0.05603325196506498,0.2541187402107001,1.0,0.0,0.09383058109569047,0.10042603705074796
seed,20260826,A_Z,128,16,36.61492456479834,30.345340642281307,22.240935198697255,11.507134908051526,60.033617797339524,1.0,0.0,20.32637999218959,24.760045205518935
seed,20260826,A_Z_single,128,16,25.890661452402803,21.45739614557285,15.726716098929401,8.136773125511672,42.45017824366018,1.0,0.0,14.372921129451822,17.5079958673079
seed,20260826,A_P4,128,16,33.76296120742112,28.95331729734451,20.12288295545722,9.745300483253674,54.979114333697126,1.0,0.0,17.466701623013723,21.173942603785413
seed,20260826,projector_transfer_ratio,128,16,0.8976712951052033,0.0666771281448596,0.9037514586444728,0.8607040559074941,0.9406840814492354,1.0,0.0,0.8910142465871141,0.9191669696399153
seed,20260826,G_norm,128,16,19.70631010303729,16.29994447075237,11.92805925353437,6.193674380615711,32.870533553164066,1.0,0.0,10.894722669458424,13.670034790641793
seed,20260826,G_angle,128,16,1.3108460261160901,0.04342367339285066,1.3154020118011505,1.276252191580142,1.3399466194191638,1.0,0.0,1.2836589126872193,1.3380206787265796
seed,20260826,dominance_margin,128,16,2.0016160803269747,0.8760062404327349,1.8443200465378307,1.2208946669451892,2.874165630597237,1.0,0.0,1.7513944093752722,2.021181118412519
seed,20260826,student_static_norm_median,128,16,3.9294896205194147,0.20853248200254748,3.88428836391794,3.8072533914782127,3.9421073488386464,1.0,0.0,3.8394105166015593,3.925537617613548
seed,20260826,student_response_norm_median,128,16,0.45492555896783277,0.359187124194519,0.37624657618897883,0.13795841879175227,0.7151954389811745,1.0,0.0,0.31308197089628725,0.4076422182963759
