seed,batch_index,condition,family,token_count,static_clean_loss,static_perturbed_loss,response_loss,predicted_response_grad_Z_single,observed_response_grad_Z_single,static_grad_Z,response_grad_Z,static_grad_P4,response_grad_P4,static_clean_grad_P4,static_2v_grad_P4,static_response_clean_dot,A_Z,A_Z_single,A_P4,projector_transfer_ratio,G_norm,G_angle,branch_factor,dominance_margin,max_derivative_relative_error,factor_relative_error,student_static_clean_norm_mean,student_static_clean_norm_std,student_static_clean_norm_min,student_static_clean_norm_q25,student_static_clean_norm_median,student_static_clean_norm_q75,student_static_clean_norm_max,student_static_norm_mean,student_static_norm_std,student_static_norm_min,student_static_norm_q25,student_static_norm_median,student_static_norm_q75,student_static_norm_max,student_response_norm_mean,student_response_norm_std,student_response_norm_min,student_response_norm_q25,student_response_norm_median,student_response_norm_q75,student_response_norm_max,teacher_response_norm_mean,teacher_response_norm_std,teacher_response_norm_min,teacher_response_norm_q25,teacher_response_norm_median,teacher_response_norm_q75,teacher_response_norm_max,cos_static_mean,cos_static_std,cos_static_min,cos_static_q25,cos_static_median,cos_static_q75,cos_static_max,cos_response_mean,cos_response_std,cos_response_min,cos_response_q25,cos_response_median,cos_response_q75,cos_response_max,sin_static_mean,sin_static_std,sin_static_min,sin_static_q25,sin_static_median,sin_static_q75,sin_static_max,sin_response_mean,sin_response_std,sin_response_min,sin_response_q25,sin_response_median,sin_response_q75,sin_response_max,predicted_token_grad_mean,predicted_token_grad_std,predicted_token_grad_min,predicted_token_grad_q25,predicted_token_grad_median,predicted_token_grad_q75,predicted_token_grad_max,observed_token_grad_mean,observed_token_grad_std,observed_token_grad_min,observed_token_grad_q25,observed_token_grad_median,observed_token_grad_q75,observed_token_grad_max
20260824,0,brightness:0.8,brightness,1024,0.3735194802284241,0.3722047805786133,1.019834041595459,0.3228940877470503,0.3228940867885668,0.005768551352442603,0.45664119674646636,0.004696158487970174,0.36278775248101336,0.004661416210401849,0.006616850129081922,8.209195765795e-05,79.16046314697515,55.97490029309391,77.25202490723893,0.9758915225623066,42.61851237725484,1.3133940468729328,1.414213562373095,3.1331004692899462,1.1501634593422526e-07,2.6757172033597953e-09,5.1529345443302805,6.16697204583598,2.558078113035309,3.699711802298446,4.150112506001534,4.69776354910561,69.10589190948423,5.126084344034888,6.189329416121391,2.594859928943772,3.7073591675435797,4.136888947563315,4.690070914614647,67.824399143005,0.23690918072943157,0.8197727337010867,0.04239174186384453,0.08434117754762402,0.10657394727115792,0.1386919246033495,7.935591221710173,0.06008047678716924,0.015310453963124413,0.03675400949618934,0.05077456842626152,0.0572235875795408,0.06505913154429044,0.2048929637480497,0.6277951945346167,0.13928863939929925,-0.1944272130641169,0.5845359933887582,0.6445428922177258,0.704187823724455,0.8540652309043153,-0.019834041205374412,0.14981647656750324,-0.5303353479100341,-0.1150340728190906,-0.018471366084710984,0.07665183483991274,0.44265577934087164,0.7611863144830048,0.0842207622574506,0.5201659171460183,0.7100137369171171,0.7645681391821308,0.8113677686573959,0.9999391364746726,0.9883828025392887,0.016830488756265468,0.8477879562468101,0.9844204304181402,0.9949947967148007,0.9990042619738015,0.999999994549454,0.009304262667475624,0.003906735896171396,0.00012235485086019383,0.006921346543267636,0.009052945381114019,0.011410468077756936,0.02303600174610133,0.009304262649251882,0.003906735877483011,0.00012235484609846026,0.0069213464157655835,0.009052945300936699,0.011410468956455588,0.02303600125014782
20260824,0,brightness:0.6,brightness,1024,0.37350690364837646,0.37202250957489014,0.9882004261016846,0.34612986385679384,0.34612986394928363,0.005741752526201309,0.4895015479394311,0.004616017643627334,0.3986873515492583,0.004681095725002576,0.006574212962242419,0.00015592784536188307,85.2529860361782,60.28296454258365,86.37041327163645,1.013107191752604,46.02278702683963,1.309850369098878,1.414213562373095,3.199628109264063,1.166274532462283e-07,5.222255961001565e-10,5.155211113837163,6.165066870809169,2.5567796672694385,3.6943555973183138,4.156727004391503,4.700081488159331,69.52605691908028,5.1612886343788995,6.159975309339424,2.608912632082177,3.6930667514172635,4.150836445530353,4.698161461312654,66.07914339601594,0.21837858683737194,0.6275951655917961,0.025512823681409922,0.07888750392398403,0.10747271028334093,0.14892755629884344,6.727416909792299,0.10814307310982021,0.029595609817327815,0.05788490783028541,0.08935467302316272,0.10321319539761592,0.11986614898826871,0.36780047966284446,0.6279775306385997,0.14058698343514828,-0.19899730554518058,0.5859437649837258,0.6460082928275206,0.7040832322977294,0.8449522790979611,0.011799578073401451,0.16898332449757505,-0.49664393129170203,-0.10473467262587144,0.007122619823503299,0.12191682403590834,0.4936357153245587,0.7609252228284373,0.08305639357688155,0.5348417018587478,0.7101174553942406,0.7633303908212823,0.8103516785313252,0.9999982228276895,0.9853472999413517,0.020601093490393064,0.8679543798559478,0.9812190731724516,0.9937150644651414,0.9984820618867122,0.9999999939817366,0.009689169188801718,0.004810460568833075,0.00014475662802635326,0.006430933556010404,0.00901759304228067,0.012267892453073814,0.038266790669570484,0.009689169184653679,0.004810460517692056,0.0001447566319257021,0.0064309334848076105,0.009017592761665583,0.01226789248175919,0.03826678916811943
20260824,0,contrast:0.75,contrast,1024,0.3731498718261719,0.3685091733932495,0.9925649166107178,0.2389226711066776,0.238922671124848,0.005755262356340436,0.3378876818631667,0.004623741988243094,0.26566000637311266,0.0046789906123621055,0.006578141312286847,7.550360418961027e-05,58.709344760091405,41.51377579887953,57.45562945523628,0.9786453875447209,31.475191631745414,1.3189363930912468,1.4142135623730951,2.8258004290241465,1.1595827916955087e-07,1.836726104542663e-09,5.121701135518858,6.19296125713358,2.591171448355285,3.686496011910031,4.134037757195851,4.673408393954001,70.51507433923818,5.11069004616151,6.202062234261236,2.662331376540267,3.6711730217113883,4.146426813436271,4.628458407613441,62.25026274871799,0.3848060597390093,1.3607501390210874,0.045181609349620226,0.11293762002240416,0.15746411618473238,0.22573843832392612,12.405171021370029,0.10487190370084998,0.04288429159075075,0.04496455070264184,0.07630841603507765,0.09369074777960913,0.12117681359496402,0.2855635011905604,0.6314907844381595,0.14157508695694937,-0.20822095674592894,0.5880694345456118,0.6488844147141365,0.7083360909468297,0.854145382492737,0.0074350716065656325,0.1558302993846938,-0.48021809285842276,-0.10091537728729041,0.012739347857963247,0.124018071636571,0.4418126139959905,0.7576026055754668,0.08509301262575517,0.5200342926830269,0.7058751494543345,0.7608869930648305,0.8088104451700574,0.9999589017382953,0.9876352604292865,0.01619258665803498,0.877149122607678,0.9835054471802599,0.9937733119399941,0.9985486034693736,0.9999999470028686,0.006646381845722417,0.003403388819221382,7.774144163096781e-05,0.004268092546967741,0.006130591853661244,0.00858346380128295,0.021361959767506274,0.006646381855091477,0.0034033888051468127,7.77414461481385e-05,0.0042680923361331224,0.006130591733381152,0.00858346396125853,0.021361960098147392
20260824,0,contrast:0.5,contrast,1024,0.373218297958374,0.3663073778152466,1.019572138786316,0.1265595940375299,0.12655959391717145,0.005823284018132835,0.17898229416609532,0.004670772613910885,0.13969209517411244,0.004645457436044089,0.006587593764111236,4.8233075503798584e-05,30.73562848879966,21.733371328460674,29.9077062236063,0.9730631093001706,16.454695214416024,1.320800602709586,1.414213562373095,2.1757991996293735,1.1655538074902667e-07,1.2949001870765642e-09,5.14360984306338,6.174760078614009,2.5861800641278836,3.698908570168829,4.135142370776673,4.682898945095012,69.71091907124475,5.035206948500942,6.263561420975629,2.676123710099922,3.6713850032512108,4.085562536096816,4.591829556669603,62.54593388179902,0.659522951724653,1.9916374642900088,0.08462197639567451,0.21107712120738276,0.27866434746519997,0.4046914586838529,17.298879456548647,0.19083140907300536,0.05400980968850564,0.08755710180991802,0.15307893287601604,0.18399425469644587,0.21867697583905546,0.5030336153993271,0.6336926149841535,0.1395873784536169,-0.2212010325787906,0.5925168467166506,0.6537070020182216,0.7094816672148767,0.8368827831476168,-0.019572144892572405,0.14603672317930202,-0.5844550036985104,-0.12507185463078302,-0.017934589565240397,0.0730951283926112,0.5102110266496349,0.7565448386488292,0.08132913360037537,0.5473821400731844,0.7047238918722266,0.7567477484996158,0.8055579950498037,0.9999987740144026,0.9889664711806571,0.016018831920264116,0.8114261202671346,0.9849533926192946,0.9943582311850614,0.9988762661302382,0.9999999868215156,0.0035619678843451987,0.001719650351153991,5.569623728602132e-05,0.0023909193737323316,0.0034579012773883634,0.004591928403308223,0.0115157764546624,0.003561967884195383,0.0017196503520495667,5.5696229537716135e-05,0.002390919253230095,0.0034579013008624315,0.004591927980072796,0.011515776626765728
20260824,0,gaussian_blur:1.0,gaussian_blur,1024,0.37360262870788574,0.3669421672821045,1.0056482553482056,0.06750851218291748,0.06750851231970571,0.0058377048772770505,0.09547145369815899,0.0046938202747865265,0.07653517947896361,0.004659794212679368,0.00661404799472435,3.81895088053446e-05,16.354278899876636,11.56422151151884,16.30551981082071,0.9970185729768681,8.799881251058666,1.314133810774784,1.414213562373095,1.554986887353636,1.1562292754744963e-07,2.481752692240491e-09,5.162240936872599,6.159176485809349,2.5802629963448354,3.7112499263508685,4.154038228425135,4.677483586773556,68.43983808863587,5.05548331713538,6.2471874129588425,2.442235818052428,3.613709357921672,4.102243762767711,4.604474538091917,74.78037701237076,0.8194705863233612,1.6031287839540396,0.14558969393539498,0.4051164779714828,0.5249664109545589,0.7293806738074878,17.256037446591527,0.28822427642569787,0.08744993110877065,0.13980879622133957,0.23162318316657335,0.2751671503103126,0.32957010374013485,0.7680869789800386,0.6330578025449431,0.13798651862763953,-0.14306850721897035,0.5924434386219505,0.6563920763781294,0.70777958483143,0.8277785480745887,-0.005648313193005289,0.16927901364773784,-0.522987012136637,-0.11857743801526008,-0.01511917980174395,0.09783480058989716,0.6134811712708801,0.7574748008508059,0.08033904717620254,0.5610549664226543,0.7064333364484252,0.7544199374513911,0.805612045941027,0.9999658499784422,0.9852524539808022,0.024877744911668945,0.7897093468461096,0.9832360677182399,0.9939701795095539,0.9989504916542254,0.9999999948788697,0.0019171258150222426,0.0008808924832849614,5.6539201477109385e-05,0.001311683553032089,0.0018419556316564161,0.0023987942719786238,0.006698095008249784,0.0019171258182844042,0.0008808924819051899,5.653920379700139e-05,0.0013116836489643902,0.0018419556436128914,0.0023987944005057216,0.006698095239698887
20260824,0,gaussian_blur:2.0,gaussian_blur,1024,0.3733479380607605,0.36051106452941895,1.012836217880249,0.03228722351040287,0.03228722350429643,0.006169871686157334,0.045661029371147376,0.00542033698384767,0.03554225368346402,0.004649326288809311,0.007141168528908993,3.015542469597322e-05,7.4006448908154825,5.233046187449204,6.557203692201819,0.8860313917155503,3.9906347841093712,1.31133177497487,1.414213562373095,0.7663334788084939,1.1410480396283863e-07,1.3898970863124305e-09,5.116608292541958,6.197175420798158,2.5762083173829327,3.682401889457454,4.134189995434567,4.667307076779149,69.04849233967997,4.662694069367456,6.545852914351165,2.276106840686224,3.47877639289789,3.917713329544959,4.4025082972908525,93.58421108296457,1.7573218931408499,4.383914871529557,0.3149471858932308,0.837368340073793,1.0559139703821039,1.393132352643118,49.996338552864835,0.4842592532674668,0.1227593393457757,0.22652776874097744,0.3921146599195323,0.47277868502892906,0.5722093656610262,1.0535812341291553,0.639488980059705,0.11699020837140826,-0.14270278187981733,0.5980731667800214,0.6542148104465741,0.7056751541857089,0.825582734384179,-0.012836187854781148,0.15826955325405564,-0.46066575190036674,-0.11602765099303569,-0.01316709650398851,0.09970166323648286,0.4397971341603154,0.7561163228174828,0.07532694726400513,0.5642810901374793,0.70853551183446,0.7563087807723337,0.8014415052215651,0.9999995555283885,0.9871699045952427,0.017502044375988773,0.8875736955464992,0.9828600548591765,0.9938351998980123,0.9986291142008161,0.9999999963547067,0.0009370715778387408,0.00037425348910232874,1.9212231183565162e-05,0.000689806612797991,0.0009115222119911727,0.0011544676565309743,0.0031007182797029484,0.0009370715763754589,0.0003742534886922469,1.921222974488046e-05,0.000689806547597982,0.0009115221910178661,0.0011544676672201604,0.003100718604400754
20260824,0,gaussian_noise:0.03,gaussian_noise,1024,0.3733852505683899,0.36886703968048096,1.0146254301071167,0.09332112200583415,0.09332112206985745,0.005791783382114139,0.13197599648706757,0.005011241805957359,0.10182495726620967,0.004667588845592683,0.00684827935099584,6.37457384241701e-05,22.786763209174648,16.11267478649953,20.319306313489058,0.891715340479243,12.250196060788053,1.315299339976979,1.4142135623730951,1.8849040768566723,1.149526476819355e-07,4.247331375495378e-10,5.132339027283255,6.184140501969661,2.542189748803636,3.688516132660266,4.131433428655004,4.680149093288176,71.23460130672926,5.087380789141225,6.221210798977764,2.5193796698975675,3.6200252669612953,4.130282377200106,4.715172229905566,72.23158982805442,1.0622237618824193,4.089530029269468,0.11744790424618384,0.2922259468124789,0.37992499973466265,0.5322666828292255,42.611487608179445,0.49721558652154896,0.2335956576907472,0.1483430493996341,0.31515039592215116,0.39630250201641704,0.707989971431011,1.1324122316527765,0.6311329060641524,0.1418480630647121,-0.13666145803501406,0.5810364587753756,0.6436702611301778,0.7048593464420206,0.8792382522510273,-0.014625381705969843,0.16489892387039576,-0.5896858305148837,-0.11945690011522772,-0.008391212517830232,0.0923082524875477,0.4866552688887172,0.7570900695908238,0.0916125201658706,0.476382300026522,0.7093470911496293,0.765302939188851,0.813877504017972,0.9999969306684877,0.985942943840328,0.02319556816909297,0.8076327267328709,0.9841427138672564,0.9943457745253077,0.9987335885599611,0.9999999810350683,0.002634600464608919,0.0012510505199377006,2.2917443590331653e-05,0.0018133617666043792,0.0025362007105465536,0.0033020976792047492,0.008314721558927651,0.0026346004679336232,0.0012510505285797653,2.291744385729544e-05,0.0018133618286810815,0.002536200452595949,0.003302097786217928,0.008314721286296844
20260824,0,gaussian_noise:0.06,gaussian_noise,1024,0.37319934368133545,0.36853086948394775,1.0402472019195557,0.045348641588553486,0.04534864177669968,0.00594515649732227,0.06413266423580781,0.005925125328613309,0.04920700200291423,0.004663973600075699,0.007540541088143347,4.199996905991104e-05,10.787380326269544,7.6278297799435455,8.304803573569375,0.7698628696112094,5.855164301151608,1.3027524675091349,1.414213562373095,1.1562711591759427,1.1204451154287032e-07,5.105893707835207e-09,5.118042182579776,6.195989308564712,2.5883312192124537,3.688129845258446,4.132279428838788,4.665968123400379,70.04217846315173,4.962495410938578,6.32135728365252,2.387712916049789,3.5553790473394997,4.132845189013037,4.724265498390236,81.4681845137352,1.4312915380116498,3.808339076222303,0.22897108479594241,0.5884679829000431,0.7856330269881666,1.0509572217753882,45.581175873155,0.6970390653759634,0.2526093544021032,0.21408479089575677,0.4982385628200095,0.617978140841745,0.8883615757770611,1.3539002572989904,0.6314691689352918,0.13031327246322164,-0.1252094693808213,0.5859663667682518,0.6499940102100835,0.7002933508271885,0.8573346172539638,-0.04024724136212011,0.15189817531864988,-0.4903183270388406,-0.14016650215317503,-0.04094562228013954,0.05779121677943737,0.43195728321099186,0.7600172058309025,0.08162154141295933,0.5147595108961073,0.7138550846175515,0.759939309976834,0.810335373146981,0.9999982632722355,0.9874260807878635,0.01787969097096765,0.8715434229972897,0.9841602769308117,0.9944269668976082,0.9987195280503851,0.9999999987043221,0.001291754520287228,0.0005830972342773651,2.1424658377568538e-05,0.0009193429147589048,0.0012235634483128428,0.001633965553302125,0.004264720703364209,0.0012917545259529817,0.0005830972381344477,2.1424657461466268e-05,0.0009193429723381996,0.0012235635658726096,0.00163396549760364,0.004264721181243658
20260824,1,brightness:0.8,brightness,1024,0.4302603006362915,0.4463038444519043,0.982180118560791,0.06620140234203818,0.06620140220643099,0.004668269778151449,0.09362292084845085,0.010006373224936494,0.15408726622799593,0.009536438266124029,0.013822849196902954,5.287929151193082e-06,20.055165039224416,14.181143197050956,15.398912549454087,0.7678277650339197,11.708319375451344,1.2112022913815927,1.4142135623730951,1.9221125610459868,9.844743057342335e-08,4.140936260554895e-09,6.220233137403522,5.086948046188659,2.6685222200050136,4.616268885846205,5.528172400779047,6.562179729637295,75.94136813130487,6.567186871984014,4.629792034940946,2.8263936678837043,4.879019517161634,5.884500876167886,6.950799364114003,61.636820905929646,0.7680015198160612,1.5230804060189889,0.22992210397403276,0.3993719384580729,0.49361271195047907,0.6386655854689727,17.105066880102868,0.06768475381208172,0.02033223433211839,0.03845802774905175,0.05549750228534342,0.06333858979518364,0.07322504802867827,0.24086500352157444,0.5536961584759319,0.19452829087139684,-0.3423530236349783,0.5089008717151777,0.5983102471864581,0.6735802815070734,0.8799443968849053,0.017819910757254295,0.1547156989302303,-0.4465608349865938,-0.08241396740368293,0.019306363374656313,0.11979635795662913,0.5324665655027914,0.8043810063419992,0.0927138259139036,0.47507668685261784,0.7391139384049942,0.8012645301023421,0.8608251280078962,0.9999851254243396,0.9876304419109732,0.018850369476220943,0.8464510361631449,0.9847400845008545,0.9946968916277821,0.9990113789081965,0.9999999910539933,0.001947200308720738,0.000699139600224213,5.516103647673282e-05,0.001515787171170034,0.0019512341719249938,0.002416802650289472,0.004233482764259089,0.0019472003056080212,0.0006991395930322242,5.516103919944726e-05,0.0015157873276621103,0.001951234124135226,0.0024168025120161474,0.004233483225107193
20260824,1,brightness:0.6,brightness,1024,0.44556814432144165,0.4456709623336792,1.0115022659301758,0.13045379084137412,0.13045379066024254,0.004702143613441218,0.1844895200146956,0.010013956358227596,0.32554542759669086,0.009932790940809795,0.01410459704558482,9.700175088633071e-05,39.23519466469012,27.74347220857663,32.50917179494382,0.8285716962225393,22.87986973800998,1.2125712542673057,1.414213562373095,2.590940774437774,1.0141080707939593e-07,4.942233067239954e-09,6.478686638445763,4.7529713805396145,2.8330993629969266,4.866181620952101,5.821530290922475,6.910688535361887,61.743757287088165,6.470173031188134,4.7645644102764,2.8687464109791905,4.8645955717548155,5.843131462380041,6.8657735815853345,75.59801792328673,0.47824022314191217,1.471157994882344,0.08297635779514588,0.20847060327784142,0.27488856362370934,0.3702837882545547,20.947897806229005,0.11613435571677415,0.031138558118190836,0.07252587592376793,0.09746382053406893,0.10852123507396808,0.12496965262129733,0.3390556239578536,0.5543290232874141,0.1939203059241897,-0.3737500875695138,0.508564916953051,0.6010172341070763,0.6707308006152161,0.8746555180388724,-0.01150223550734595,0.1422942311774967,-0.40348920387287096,-0.11172609620685242,-0.0152353177352857,0.08340527103962664,0.4194278488121548,0.8041028760023321,0.0926170301918223,0.48474501004564424,0.7417008747140973,0.7992357733446038,0.8610236476992785,0.9999995592381238,0.989669323882616,0.013951447687789621,0.9077886756513369,0.9856186985194273,0.995341480658388,0.9989564536465687,0.9999999808057677,0.0037137681750894222,0.001682265529286334,4.580253751353779e-05,0.0026088894166384135,0.0035283830844705217,0.004635911773277009,0.011523568278793203,0.0037137681741441497,0.0016822655285952328,4.580253516905941e-05,0.0026088893064297736,0.0035283834440633655,0.004635912016965449,0.011523569002747536
