epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_clean_static_raw,train/foundation_second_raw,train/foundation_loss_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
11,1533.08,2.37069,3.50366,0.02274,0.9977,0.43574,0.5363,0.04854,0.04051,0.02165,2.39745,3.40598,0.02533,0,0,0.435741,0.539526,0.186709,0.15,0.00802,0.00802,0.00802,0.00401,0.01604
12,1666.95,2.37054,3.46535,0.02292,0.9992,0.39224,0.512,0.05444,0.04453,0.02471,2.35053,3.43576,0.02506,0,0,0.392236,0.484745,0.168982,0.15,0.007822,0.007822,0.007822,0.003911,0.015644
13,1800.68,2.34106,3.45035,0.02244,0.99846,0.35459,0.43,0.06247,0.04904,0.02665,2.37749,3.34603,0.02492,0,0,0.354587,0.448709,0.142269,0.15,0.007624,0.007624,0.007624,0.003812,0.015248
14,1934.54,2.33324,3.42293,0.02242,0.99754,0.33667,0.49658,0.05839,0.04612,0.02548,2.39005,3.39647,0.02522,0,0,0.336672,0.426577,0.134543,0.15,0.007426,0.007426,0.007426,0.003713,0.014852
15,2068.29,2.34291,3.40374,0.02245,0.99867,0.31821,0.42727,0.05875,0.05239,0.02786,2.38562,3.33331,0.02551,0,0,0.318213,0.405685,0.12467,0.15,0.007228,0.007228,0.007228,0.003614,0.014456
16,2202.29,2.33681,3.38973,0.0222,0.99903,0.30488,0.38752,0.05711,0.05622,0.03129,2.34117,3.3531,0.02534,0,0,0.304878,0.389252,0.118878,0.15,0.00703,0.00703,0.00703,0.003515,0.01406
17,2335.81,2.29274,3.37293,0.02224,0.99838,0.30161,0.49405,0.06447,0.05351,0.03007,2.35334,3.33538,0.02516,0,0,0.301607,0.382484,0.120195,0.15,0.006832,0.006832,0.006832,0.003416,0.013664
18,2469.46,2.3132,3.34523,0.02233,0.99837,0.29306,0.43772,0.06866,0.05059,0.02653,2.37271,3.28025,0.02502,0,0,0.293056,0.37052,0.117907,0.15,0.006634,0.006634,0.006634,0.003317,0.013268
19,2603.24,2.32151,3.31458,0.02153,0.99886,0.28487,0.5043,0.0674,0.05566,0.03002,2.33058,3.28608,0.02432,0,0,0.284865,0.360177,0.114598,0.15,0.006436,0.006436,0.006436,0.003218,0.012872
20,2736.81,2.27844,3.28818,0.02157,0.99884,0.27934,0.39887,0.07126,0.05867,0.03294,2.33859,3.23682,0.02408,0,0,0.279338,0.356327,0.109236,0.15,0.006238,0.006238,0.006238,0.003119,0.012476
21,2870.5,2.29306,3.24876,0.02142,0.99852,0.27557,0.32053,0.083,0.059,0.03307,2.36342,3.24957,0.02453,0,0,0.275573,0.351273,0.108016,0.15,0.00604,0.00604,0.00604,0.00302,0.01208
22,3004.18,2.28296,3.22885,0.02152,0.99921,0.27117,0.34834,0.07919,0.06669,0.03806,2.33328,3.2224,0.02383,0,0,0.271174,0.348561,0.103396,0.15,0.005842,0.005842,0.005842,0.002921,0.011684
23,3137.81,2.26381,3.23297,0.02139,0.99912,0.26653,0.39288,0.08067,0.06697,0.03735,2.32344,3.22703,0.02434,0,0,0.266527,0.341943,0.102269,0.15,0.005644,0.005644,0.005644,0.002822,0.011288
24,3271.33,2.24454,3.22446,0.02092,0.998,0.261,0.37156,0.08223,0.0705,0.04155,2.3053,3.17965,0.02395,0,0,0.260995,0.338545,0.0964463,0.15,0.005446,0.005446,0.005446,0.002723,0.010892
25,3404.96,2.27105,3.1904,0.02118,0.99935,0.2607,0.32293,0.08196,0.06146,0.035,2.29192,3.16458,0.0231,0,0,0.260703,0.338213,0.096292,0.15,0.005248,0.005248,0.005248,0.002624,0.010496
26,3538.49,2.24691,3.2023,0.02113,0.99954,0.25882,0.35497,0.08718,0.06583,0.03717,2.29967,3.15879,0.02327,0,0,0.258816,0.336903,0.0944573,0.15,0.00505,0.00505,0.00505,0.002525,0.0101
27,3671.82,2.25303,3.20494,0.02095,0.99892,0.25537,0.35961,0.08947,0.06833,0.03723,2.28017,3.15504,0.02376,0,0,0.25537,0.334647,0.0909692,0.15,0.004852,0.004852,0.004852,0.002426,0.009704
28,3805.43,2.23595,3.1632,0.02073,0.99854,0.25334,0.37524,0.09203,0.07163,0.04053,2.27065,3.13238,0.02274,0,0,0.253337,0.331061,0.0911665,0.15,0.004654,0.004654,0.004654,0.002327,0.009308
29,3939.03,2.21829,3.13243,0.02032,0.99986,0.25339,0.35327,0.09896,0.06816,0.03894,2.24627,3.12949,0.02238,0,0,0.253394,0.32885,0.0934736,0.15,0.004456,0.004456,0.004456,0.002228,0.008912
30,4072.73,2.1992,3.12686,0.02024,0.99859,0.25424,0.36778,0.09065,0.06806,0.03806,2.26378,3.12482,0.02279,0,0,0.254242,0.331263,0.0924726,0.15,0.004258,0.004258,0.004258,0.002129,0.008516
31,4206.4,2.1999,3.12894,0.0206,0.99947,0.25182,0.34184,0.09056,0.07114,0.04031,2.27152,3.09936,0.02293,0,0,0.251824,0.329411,0.0902959,0.15,0.00406,0.00406,0.00406,0.00203,0.00812
32,4340.07,2.18644,3.09436,0.02017,1.00007,0.25093,0.4023,0.08879,0.07435,0.04308,2.24091,3.12724,0.02252,0,0,0.250926,0.32641,0.0918006,0.15,0.003862,0.003862,0.003862,0.001931,0.007724
33,4473.65,2.20411,3.08389,0.02032,0.99907,0.25236,0.46896,0.08309,0.08266,0.04813,2.24105,3.06944,0.02238,0,0,0.252355,0.326088,0.0945035,0.15,0.003664,0.003664,0.003664,0.001832,0.007328
34,4607.36,2.20791,3.06588,0.01991,0.9998,0.25344,0.33351,0.09852,0.07408,0.04383,2.26911,3.11647,0.02269,0,0,0.253439,0.326837,0.0955622,0.15,0.003466,0.003466,0.003466,0.001733,0.006932
35,4741.01,2.19522,3.07723,0.02021,0.99895,0.25035,0.40802,0.09309,0.07991,0.04685,2.28311,3.1003,0.02293,0,0,0.250345,0.325455,0.0917877,0.15,0.003268,0.003268,0.003268,0.001634,0.006536
36,4874.68,2.1878,3.06047,0.01987,0.99983,0.25055,0.37909,0.09883,0.07922,0.04734,2.25952,3.11201,0.0227,0,0,0.250552,0.323144,0.0944427,0.15,0.00307,0.00307,0.00307,0.001535,0.00614
37,5008.49,2.1749,3.03392,0.01985,0.99899,0.24942,0.30354,0.10466,0.08206,0.04788,2.27266,3.05898,0.02263,0,0,0.249423,0.323644,0.092061,0.15,0.002872,0.002872,0.002872,0.001436,0.005744
38,5142.15,2.16626,3.01966,0.01978,1.00014,0.25061,0.33152,0.11246,0.08462,0.04933,2.25011,3.06652,0.02215,0,0,0.250609,0.323006,0.0946767,0.15,0.002674,0.002674,0.002674,0.001337,0.005348
39,5275.86,2.17246,2.99022,0.01944,0.99926,0.25095,0.28798,0.11617,0.07964,0.04488,2.2479,3.03242,0.02203,0,0,0.250945,0.32223,0.0960121,0.15,0.002476,0.002476,0.002476,0.001238,0.004952
40,5409.79,2.15888,2.97382,0.01936,0.99962,0.25041,0.30088,0.10801,0.08512,0.05012,2.23079,2.99676,0.022,0,0,0.250408,0.321429,0.095918,0.15,0.002278,0.002278,0.002278,0.001139,0.004556
41,5543.05,2.19871,3.05691,0.02215,1.00016,0.27729,0.3029,0.11718,0.07977,0.04609,2.24727,3.0671,0.02211,0,0,0.27729,0.359646,0.102503,0.15,0.00208,0.00208,0.00208,0.00104,0.00416
42,5676.48,2.17598,2.95294,0.02186,0.99935,0.27343,0.35415,0.11268,0.08229,0.04614,2.25731,3.03011,0.02219,0,0,0.273426,0.352113,0.103598,0.15,0.001882,0.001882,0.001882,0.000941,0.003764
43,5809.73,2.16935,2.92842,0.0217,0.99946,0.27085,0.30463,0.11628,0.08929,0.05176,2.23056,2.98995,0.02191,0,0,0.270852,0.345241,0.106179,0.15,0.001684,0.001684,0.001684,0.000842,0.003368
44,5942.93,2.148,2.90069,0.02165,1.00075,0.26946,0.32857,0.11153,0.08317,0.04803,2.21612,3.00899,0.02174,0,0,0.26946,0.343366,0.105734,0.15,0.001486,0.001486,0.001486,0.000743,0.002972
45,6076.06,2.15939,2.90055,0.02171,0.99958,0.26645,0.31337,0.11555,0.08749,0.05043,2.21988,2.98799,0.02178,0,0,0.266452,0.33782,0.106266,0.15,0.001288,0.001288,0.001288,0.000644,0.002576
46,6209.11,2.13627,2.86144,0.02116,0.9987,0.26941,0.29561,0.11269,0.08855,0.05098,2.22115,2.96083,0.02178,0,0,0.269408,0.336987,0.112026,0.15,0.00109,0.00109,0.00109,0.000545,0.00218
47,6342.32,2.13246,2.84307,0.02105,1.00101,0.26687,0.32439,0.12155,0.08718,0.05111,2.22512,2.97025,0.02163,0,0,0.266874,0.334206,0.110584,0.15,0.000892,0.000892,0.000892,0.000446,0.001784
48,6475.35,2.1256,2.86087,0.0209,0.99926,0.26596,0.28128,0.12258,0.08595,0.05001,2.20485,2.9776,0.02153,0,0,0.265959,0.333398,0.109867,0.15,0.000694,0.000694,0.000694,0.000347,0.001388
49,6608.39,2.11372,2.84657,0.02069,0.99973,0.26436,0.34303,0.12668,0.09309,0.05464,2.1903,2.95042,0.02125,0,0,0.264362,0.329109,0.111494,0.15,0.000496,0.000496,0.000496,0.000248,0.000992
50,6741.52,2.10952,2.83016,0.02087,1.0011,0.26448,0.29728,0.1231,0.09068,0.05318,2.18735,2.94877,0.02128,0,0,0.264483,0.329975,0.11083,0.15,0.000298,0.000298,0.000298,0.000149,0.000596
