epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,train/foundation_loss,train/foundation_clean_static_raw,train/foundation_second_raw,train/foundation_loss_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
1,14.6393,3.38137,8.04958,0.05049,2.99183,1.09402,1.09402,0.995724,0.827645,0.15,0.000201823,0.000201823,0.0981836,0.000100911,0.000403646
