epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_clean_static_raw,train/foundation_second_raw,train/foundation_loss_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
12,1666.62,2.35384,3.47153,0.02305,0.99886,0.39228,0.45914,0.04342,0.04021,0.02159,2.42326,3.45739,0.02601,0,0,0.392276,0.32796,0.325834,0.15,0.007822,0.007822,0.007822,0.003911,0.015644
13,1800.47,2.33809,3.44309,0.02292,0.9976,0.3872,0.40656,0.04939,0.04471,0.02431,2.41724,3.42408,0.02552,0,0,0.387196,0.323454,0.321873,0.15,0.007624,0.007624,0.007624,0.003812,0.015248
14,1934.13,2.33237,3.45486,0.0226,0.99864,0.38006,0.30698,0.05549,0.04171,0.02314,2.38561,3.39511,0.02589,0,0,0.380061,0.317202,0.316233,0.15,0.007426,0.007426,0.007426,0.003713,0.014852
15,2067.75,2.30859,3.40179,0.02209,0.99795,0.37766,0.34728,0.05642,0.04462,0.02481,2.36065,3.39359,0.02493,0,0,0.37766,0.315267,0.314166,0.15,0.007228,0.007228,0.007228,0.003614,0.014456
16,2201.51,2.31444,3.36048,0.02191,0.99862,0.37517,0.41353,0.05884,0.04614,0.02453,2.36841,3.32721,0.02569,0,0,0.37517,0.313259,0.312025,0.15,0.00703,0.00703,0.00703,0.003515,0.01406
17,2335.45,2.30905,3.33108,0.0222,0.99872,0.37277,0.34429,0.06019,0.05086,0.02747,2.34011,3.33011,0.0247,0,0,0.372765,0.311372,0.309903,0.15,0.006832,0.006832,0.006832,0.003416,0.013664
18,2469.12,2.31966,3.32506,0.02212,0.99868,0.37174,0.37514,0.07069,0.05501,0.02941,2.35517,3.30575,0.02479,0,0,0.371738,0.309856,0.309707,0.15,0.006634,0.006634,0.006634,0.003317,0.013268
19,2602.76,2.30606,3.30716,0.02186,0.99853,0.36899,0.42413,0.0706,0.05503,0.02842,2.37193,3.31089,0.02485,0,0,0.368992,0.307368,0.307619,0.15,0.006436,0.006436,0.006436,0.003218,0.012872
20,2736.4,2.30679,3.26326,0.02127,0.99879,0.36765,0.36099,0.07146,0.05393,0.03029,2.34364,3.25545,0.02415,0,0,0.367646,0.30681,0.305934,0.15,0.006238,0.006238,0.006238,0.003119,0.012476
21,2870.2,2.26145,3.25557,0.02134,0.99906,0.36403,0.36414,0.08468,0.06402,0.0378,2.32362,3.30042,0.02374,0,0,0.364028,0.303078,0.303635,0.15,0.00604,0.00604,0.00604,0.00302,0.01208
22,3003.76,2.26537,3.26406,0.02113,0.99848,0.36345,0.35121,0.08021,0.05323,0.03075,2.34024,3.25931,0.02401,0,0,0.363454,0.302736,0.30302,0.15,0.005842,0.005842,0.005842,0.002921,0.011684
23,3137.18,2.26633,3.23708,0.02133,0.9991,0.36287,0.45637,0.07623,0.06238,0.03434,2.30665,3.21171,0.02351,0,0,0.362865,0.30242,0.302354,0.15,0.005644,0.005644,0.005644,0.002822,0.011288
24,3270.78,2.24246,3.20589,0.02066,0.99944,0.35869,0.34467,0.07813,0.06325,0.03514,2.32414,3.20503,0.02349,0,0,0.358693,0.298936,0.298886,0.15,0.005446,0.005446,0.005446,0.002723,0.010892
25,3404.28,2.25837,3.19895,0.02107,0.99861,0.35708,0.32054,0.09513,0.0628,0.03453,2.28004,3.18794,0.02369,0,0,0.357079,0.297378,0.297754,0.15,0.005248,0.005248,0.005248,0.002624,0.010496
26,3538.07,2.23744,3.17755,0.02085,0.99929,0.35669,0.33395,0.08676,0.06459,0.03588,2.33599,3.20784,0.02364,0,0,0.356686,0.29704,0.297437,0.15,0.00505,0.00505,0.00505,0.002525,0.0101
27,3671.67,2.21809,3.15618,0.02097,0.99932,0.35788,0.33743,0.08109,0.0645,0.03554,2.26452,3.1875,0.02346,0,0,0.357883,0.297634,0.298837,0.15,0.004852,0.004852,0.004852,0.002426,0.009704
28,3804.98,2.22226,3.14048,0.02058,0.99924,0.3552,0.31056,0.08704,0.06867,0.0378,2.30233,3.16999,0.02385,0,0,0.355202,0.295859,0.296145,0.15,0.004654,0.004654,0.004654,0.002327,0.009308
29,3938.31,2.23167,3.13785,0.02026,0.99869,0.35118,0.31701,0.0837,0.06467,0.03555,2.29647,3.19708,0.02346,0,0,0.351176,0.292437,0.292857,0.15,0.004456,0.004456,0.004456,0.002228,0.008912
30,4071.88,2.22399,3.12329,0.0204,0.99953,0.35467,0.27413,0.09098,0.07163,0.03909,2.27582,3.13682,0.02313,0,0,0.354671,0.294971,0.296148,0.15,0.004258,0.004258,0.004258,0.002129,0.008516
31,4205.45,2.19237,3.12146,0.02074,0.99918,0.35459,0.31746,0.09636,0.0726,0.04141,2.2424,3.12229,0.0227,0,0,0.354592,0.295365,0.295622,0.15,0.00406,0.00406,0.00406,0.00203,0.00812
32,4338.99,2.20045,3.06419,0.0201,0.9997,0.34955,0.2852,0.10503,0.07237,0.03931,2.24605,3.13939,0.02232,0,0,0.349552,0.290832,0.291754,0.15,0.003862,0.003862,0.003862,0.001931,0.007724
33,4472.5,2.20079,3.06669,0.02015,0.99838,0.34743,0.28405,0.10517,0.07658,0.04364,2.26105,3.13095,0.02278,0,0,0.347426,0.289365,0.289679,0.15,0.003664,0.003664,0.003664,0.001832,0.007328
34,4606.02,2.20514,3.06907,0.01978,1.0001,0.34925,0.31637,0.10159,0.07707,0.044,2.28124,3.10573,0.02271,0,0,0.349254,0.290579,0.291512,0.15,0.003466,0.003466,0.003466,0.001733,0.006932
35,4739.56,2.20458,3.04822,0.0198,0.99957,0.34831,0.29054,0.09872,0.07841,0.04434,2.25552,3.10268,0.02239,0,0,0.348308,0.289772,0.290741,0.15,0.003268,0.003268,0.003268,0.001634,0.006536
36,4872.89,2.18919,3.01538,0.01963,0.99957,0.34543,0.27236,0.11579,0.08129,0.04649,2.25532,3.08398,0.02244,0,0,0.345427,0.28728,0.288432,0.15,0.00307,0.00307,0.00307,0.001535,0.00614
37,5006.44,2.18395,2.99945,0.01969,0.99958,0.34704,0.29905,0.1077,0.08059,0.04736,2.2431,3.07888,0.0222,0,0,0.347044,0.288613,0.289794,0.15,0.002872,0.002872,0.002872,0.001436,0.005744
38,5139.99,2.17408,3.00982,0.0198,0.99974,0.34679,0.2459,0.11104,0.07334,0.04158,2.24725,3.07032,0.02226,0,0,0.34679,0.288439,0.289545,0.15,0.002674,0.002674,0.002674,0.001337,0.005348
39,5273.46,2.15271,2.97509,0.01957,0.99833,0.34704,0.26305,0.11772,0.08645,0.04914,2.22463,3.01998,0.02179,0,0,0.347038,0.28905,0.289346,0.15,0.002476,0.002476,0.002476,0.001238,0.004952
40,5407,2.19537,2.99235,0.01971,1.00048,0.3444,0.31894,0.11133,0.08591,0.04848,2.23778,3.0216,0.02187,0,0,0.344402,0.286564,0.287439,0.15,0.002278,0.002278,0.002278,0.001139,0.004556
41,5540.14,2.19049,3.03142,0.02196,1.00084,0.43,0.31404,0.11214,0.08724,0.05045,2.24134,3.03438,0.02193,0,0,0.430001,0.357285,0.359384,0.15,0.00208,0.00208,0.00208,0.00104,0.00416
42,5673.28,2.15607,2.94625,0.022,0.99877,0.41052,0.30053,0.10556,0.08443,0.04843,2.23615,3.00766,0.02232,0,0,0.410519,0.340419,0.343779,0.15,0.001882,0.001882,0.001882,0.000941,0.003764
43,5806.52,2.16231,2.92353,0.02173,0.99905,0.39896,0.28807,0.11926,0.08708,0.04786,2.23251,2.99833,0.02211,0,0,0.398961,0.330557,0.334378,0.15,0.001684,0.001684,0.001684,0.000842,0.003368
44,5939.62,2.15517,2.88437,0.02176,1.00031,0.39143,0.28928,0.1129,0.09104,0.05075,2.21735,2.99868,0.02183,0,0,0.391433,0.32461,0.327779,0.15,0.001486,0.001486,0.001486,0.000743,0.002972
45,6072.74,2.14982,2.87967,0.02154,0.99966,0.38716,0.27117,0.11896,0.08907,0.05115,2.20407,2.98499,0.02154,0,0,0.38716,0.320692,0.324575,0.15,0.001288,0.001288,0.001288,0.000644,0.002576
46,6206.32,2.15095,2.84737,0.02104,1.00039,0.38198,0.26537,0.12175,0.0961,0.05396,2.2091,2.96644,0.02159,0,0,0.381978,0.316411,0.320219,0.15,0.00109,0.00109,0.00109,0.000545,0.00218
47,6339.6,2.13976,2.85318,0.02133,0.9997,0.38033,0.24491,0.11678,0.09138,0.05199,2.20496,2.96897,0.02162,0,0,0.380329,0.315108,0.318774,0.15,0.000892,0.000892,0.000892,0.000446,0.001784
48,6472.73,2.11251,2.85212,0.021,1.00005,0.38223,0.31368,0.11754,0.09183,0.05153,2.20571,2.95678,0.02161,0,0,0.382231,0.316768,0.320283,0.15,0.000694,0.000694,0.000694,0.000347,0.001388
49,6605.92,2.12464,2.83726,0.02074,0.99967,0.37538,0.29273,0.11725,0.09272,0.05297,2.2071,2.95526,0.02152,0,0,0.375375,0.310664,0.314961,0.15,0.000496,0.000496,0.000496,0.000248,0.000992
50,6739.1,2.1092,2.82607,0.02088,1.00001,0.37717,0.30575,0.12143,0.09294,0.0527,2.18855,2.95991,0.02139,0,0,0.377175,0.312212,0.316412,0.15,0.000298,0.000298,0.000298,0.000149,0.000596
