epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_clean_static_raw,train/foundation_second_raw,train/foundation_loss_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
11,1534.6,2.38858,3.51616,0.02291,0.99749,0.46519,0.55189,0.04342,0.03705,0.0195,2.43014,3.44956,0.02627,0,0,0.465193,0.388332,0.38699,0.15,0.00802,0.00802,0.00802,0.00401,0.01604
12,1668.56,2.37594,3.455,0.02292,0.99961,0.44574,0.49899,0.04982,0.03841,0.02089,2.38081,3.41496,0.0253,0,0,0.445743,0.371676,0.371229,0.15,0.007822,0.007822,0.007822,0.003911,0.015644
13,1802.3,2.33483,3.43587,0.02232,0.99823,0.43086,0.39508,0.04874,0.03622,0.01968,2.43405,3.48856,0.0264,0,0,0.430859,0.359641,0.358457,0.15,0.007624,0.007624,0.007624,0.003812,0.015248
14,1936.18,2.32991,3.42756,0.02248,0.99727,0.42176,0.52654,0.05433,0.04361,0.02322,2.38639,3.44044,0.02525,0,0,0.421761,0.352063,0.350872,0.15,0.007426,0.007426,0.007426,0.003713,0.014852
15,2069.97,2.34365,3.39292,0.02234,0.99876,0.41592,0.43926,0.05776,0.04891,0.0238,2.38955,3.35111,0.02516,0,0,0.415924,0.346634,0.346572,0.15,0.007228,0.007228,0.007228,0.003614,0.014456
16,2204.01,2.31126,3.37319,0.02183,0.99912,0.40942,0.36617,0.0496,0.04491,0.02473,2.35814,3.35956,0.02545,0,0,0.40942,0.341161,0.341206,0.15,0.00703,0.00703,0.00703,0.003515,0.01406
17,2337.79,2.284,3.37315,0.02205,0.99845,0.40888,0.41237,0.0546,0.04561,0.02482,2.38481,3.36072,0.02525,0,0,0.408883,0.341117,0.340355,0.15,0.006832,0.006832,0.006832,0.003416,0.013664
18,2471.64,2.3,3.34163,0.02213,0.99833,0.40392,0.29499,0.06466,0.05397,0.02673,2.39075,3.3577,0.02551,0,0,0.403916,0.336301,0.336893,0.15,0.006634,0.006634,0.006634,0.003317,0.013268
19,2605.59,2.30993,3.30764,0.02163,0.99888,0.40081,0.4091,0.0762,0.05397,0.02796,2.36316,3.34123,0.02448,0,0,0.400813,0.333802,0.334219,0.15,0.006436,0.006436,0.006436,0.003218,0.012872
20,2739.27,2.27342,3.28807,0.02159,0.99895,0.39933,0.42834,0.06951,0.05456,0.0303,2.35699,3.26025,0.02452,0,0,0.399332,0.332509,0.333043,0.15,0.006238,0.006238,0.006238,0.003119,0.012476
21,2873.06,2.28623,3.25583,0.02133,0.99859,0.39693,0.39101,0.07535,0.05463,0.03007,2.3382,3.31861,0.02432,0,0,0.396929,0.330863,0.330685,0.15,0.00604,0.00604,0.00604,0.00302,0.01208
22,3006.83,2.26884,3.23045,0.02138,0.9987,0.39546,0.34888,0.09092,0.05722,0.03296,2.29958,3.23929,0.02354,0,0,0.395464,0.329831,0.329276,0.15,0.005842,0.005842,0.005842,0.002921,0.011684
23,3140.56,2.24483,3.22189,0.02128,0.9995,0.39179,0.36901,0.08445,0.06452,0.03537,2.29909,3.18367,0.02381,0,0,0.391791,0.325828,0.327157,0.15,0.005644,0.005644,0.005644,0.002822,0.011288
24,3274.42,2.24062,3.21761,0.02094,0.99808,0.3888,0.35558,0.07993,0.05862,0.03099,2.32284,3.22463,0.02398,0,0,0.388804,0.323818,0.32419,0.15,0.005446,0.005446,0.005446,0.002723,0.010892
25,3408.1,2.2478,3.19055,0.02095,0.99932,0.39047,0.3689,0.08856,0.06315,0.03414,2.279,3.20082,0.02347,0,0,0.390467,0.325022,0.325756,0.15,0.005248,0.005248,0.005248,0.002624,0.010496
26,3541.87,2.2279,3.21546,0.02101,0.99947,0.38835,0.30296,0.08893,0.06602,0.03561,2.30029,3.18101,0.02341,0,0,0.388348,0.323314,0.323932,0.15,0.00505,0.00505,0.00505,0.002525,0.0101
27,3675.57,2.24225,3.20245,0.0209,0.9991,0.3869,0.35316,0.08271,0.06804,0.03627,2.29841,3.17062,0.02358,0,0,0.386896,0.322204,0.322622,0.15,0.004852,0.004852,0.004852,0.002426,0.009704
28,3809.43,2.24902,3.15174,0.02098,0.99863,0.38263,0.33185,0.09781,0.06857,0.03651,2.28846,3.19378,0.02319,0,0,0.382634,0.318431,0.319292,0.15,0.004654,0.004654,0.004654,0.002327,0.009308
29,3943.2,2.22368,3.12495,0.02033,0.99973,0.38084,0.34212,0.08792,0.06195,0.03384,2.27164,3.16175,0.02302,0,0,0.380837,0.316935,0.317793,0.15,0.004456,0.004456,0.004456,0.002228,0.008912
30,4077.03,2.19466,3.12098,0.02014,0.9984,0.38378,0.35318,0.08638,0.07023,0.03664,2.30651,3.16243,0.02336,0,0,0.383777,0.319142,0.320487,0.15,0.004258,0.004258,0.004258,0.002129,0.008516
31,4210.8,2.20123,3.12114,0.02054,0.99976,0.38254,0.39069,0.08675,0.06725,0.03755,2.25147,3.14283,0.02282,0,0,0.38254,0.318287,0.31928,0.15,0.00406,0.00406,0.00406,0.00203,0.00812
32,4344.54,2.18785,3.08468,0.02016,0.99959,0.37918,0.35808,0.09591,0.07185,0.03997,2.27994,3.14784,0.02249,0,0,0.379184,0.315238,0.316736,0.15,0.003862,0.003862,0.003862,0.001931,0.007724
33,4478.36,2.19858,3.08831,0.02001,0.99946,0.37872,0.36031,0.0949,0.07436,0.04136,2.25025,3.08392,0.02258,0,0,0.378724,0.31514,0.316066,0.15,0.003664,0.003664,0.003664,0.001832,0.007328
34,4612.09,2.21203,3.05022,0.01996,1.00003,0.37872,0.30233,0.09282,0.07339,0.04013,2.27499,3.11128,0.02276,0,0,0.378719,0.314931,0.316267,0.15,0.003466,0.003466,0.003466,0.001733,0.006932
35,4745.83,2.1902,3.06318,0.02029,0.99865,0.37828,0.34013,0.09651,0.07025,0.03929,2.25332,3.18955,0.0228,0,0,0.378275,0.314487,0.315972,0.15,0.003268,0.003268,0.003268,0.001634,0.006536
36,4879.73,2.18503,3.03995,0.01983,0.99976,0.37485,0.30541,0.09175,0.06988,0.03843,2.2607,3.16206,0.02255,0,0,0.374847,0.311793,0.312951,0.15,0.00307,0.00307,0.00307,0.001535,0.00614
37,5013.52,2.17529,3.03796,0.01982,0.99919,0.37581,0.34031,0.08915,0.07413,0.04217,2.24058,3.1132,0.02232,0,0,0.375806,0.312424,0.313919,0.15,0.002872,0.002872,0.002872,0.001436,0.005744
38,5147.46,2.15471,3.00765,0.01965,1.00018,0.37501,0.2714,0.10625,0.07825,0.0447,2.22165,3.06742,0.02197,0,0,0.375006,0.31162,0.31339,0.15,0.002674,0.002674,0.002674,0.001337,0.005348
39,5281.37,2.18215,2.97533,0.01953,0.99903,0.37433,0.32926,0.10122,0.07847,0.04477,2.23074,3.07572,0.02203,0,0,0.374331,0.311229,0.312655,0.15,0.002476,0.002476,0.002476,0.001238,0.004952
40,5415.14,2.14994,2.96713,0.01933,0.99969,0.37315,0.31051,0.09303,0.0766,0.04424,2.21364,3.05516,0.02196,0,0,0.37315,0.310181,0.311737,0.15,0.002278,0.002278,0.002278,0.001139,0.004556
41,5548.29,2.18301,3.03773,0.0219,1.00024,0.41683,0.27634,0.09586,0.07448,0.04226,2.25975,3.11943,0.02241,0,0,0.416829,0.345301,0.349414,0.15,0.00208,0.00208,0.00208,0.00104,0.00416
42,5681.72,2.1702,2.95199,0.02179,0.99929,0.40363,0.31001,0.09204,0.0738,0.04239,2.24164,3.04131,0.02208,0,0,0.403634,0.333328,0.339396,0.15,0.001882,0.001882,0.001882,0.000941,0.003764
43,5814.92,2.15849,2.91621,0.02158,0.99957,0.39415,0.26748,0.09778,0.08232,0.04709,2.22167,3.00355,0.02168,0,0,0.394154,0.325592,0.331331,0.15,0.001684,0.001684,0.001684,0.000842,0.003368
44,5948.29,2.14256,2.89152,0.0216,1.00047,0.39218,0.25473,0.09473,0.07791,0.04439,2.22429,3.05831,0.02192,0,0,0.392175,0.323976,0.32965,0.15,0.001486,0.001486,0.001486,0.000743,0.002972
45,6081.73,2.14848,2.87622,0.02146,0.99945,0.38441,0.2044,0.10234,0.08384,0.04787,2.21606,3.00726,0.02177,0,0,0.384408,0.317565,0.323114,0.15,0.001288,0.001288,0.001288,0.000644,0.002576
46,6215.09,2.14068,2.84039,0.02118,0.99892,0.38478,0.26207,0.10063,0.08582,0.04901,2.21061,2.99366,0.02171,0,0,0.38478,0.317255,0.324046,0.15,0.00109,0.00109,0.00109,0.000545,0.00218
47,6348.52,2.13357,2.85673,0.02118,1.00097,0.38054,0.2795,0.10574,0.08451,0.04964,2.19891,2.99227,0.02141,0,0,0.380535,0.314252,0.319972,0.15,0.000892,0.000892,0.000892,0.000446,0.001784
48,6481.88,2.11759,2.84396,0.02071,0.99964,0.3797,0.26159,0.09809,0.08038,0.04745,2.20357,3.01402,0.02166,0,0,0.379697,0.313268,0.319559,0.15,0.000694,0.000694,0.000694,0.000347,0.001388
49,6615.13,2.12124,2.80724,0.02087,0.99946,0.37444,0.2561,0.10433,0.08619,0.05013,2.19202,2.99444,0.02126,0,0,0.374443,0.309045,0.315027,0.15,0.000496,0.000496,0.000496,0.000248,0.000992
50,6748.28,2.09746,2.8121,0.02079,1.00093,0.37568,0.222,0.10542,0.08372,0.04941,2.19284,2.98987,0.02138,0,0,0.375677,0.310289,0.31584,0.15,0.000298,0.000298,0.000298,0.000149,0.000596
