seed,arm,clean_secondary_map50_95,macro_corruption_map50_95,robustness_drop
20260824,B,0.053462188328357786,0.04334378713681299,0.010118401191544793
20260824,Cnorm,0.056853859373052616,0.043933610596672286,0.01292024877638033
20260825,B,0.05245950768232267,0.04345257206462744,0.009006935617695236
20260825,Cnorm,0.05507515472760357,0.04418928746843475,0.010885867259168819
20260826,B,0.05193728396817385,0.04369201848973049,0.008245265478443356
20260826,Cnorm,0.0493511556168321,0.03850567424914586,0.01084548136768624
