epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_clean_static_raw,train/foundation_second_raw,train/foundation_loss_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
13,1801.36,2.34704,3.46821,0.02251,0.99795,0.37228,0.42859,0.05588,0.03906,0.02114,2.38747,3.44785,0.02543,0,0,0.372276,0.433487,0.186973,0.15,0.007624,0.007624,0.007624,0.003812,0.015248
14,1934.96,2.35825,3.42582,0.02243,0.99882,0.34338,0.46484,0.04977,0.0418,0.02119,2.40521,3.43806,0.02618,0,0,0.343377,0.394968,0.177327,0.15,0.007426,0.007426,0.007426,0.003713,0.014852
15,2068.95,2.32672,3.37341,0.02212,0.99723,0.31844,0.54079,0.06407,0.0505,0.02647,2.38861,3.32211,0.02578,0,0,0.31844,0.366981,0.163753,0.15,0.007228,0.007228,0.007228,0.003614,0.014456
16,2214.87,2.29608,3.35212,0.02191,0.99825,0.30574,0.40608,0.06188,0.04501,0.02331,2.37798,3.33229,0.02575,0,0,0.305738,0.357158,0.152404,0.15,0.00703,0.00703,0.00703,0.003515,0.01406
17,2349.99,2.29999,3.31877,0.02212,0.99926,0.3001,0.37824,0.0594,0.04909,0.0251,2.32725,3.30585,0.02451,0,0,0.3001,0.346659,0.153508,0.15,0.006832,0.006832,0.006832,0.003416,0.013664
18,2484.59,2.2998,3.30942,0.02159,0.99865,0.29073,0.44343,0.06903,0.05205,0.02858,2.34497,3.28213,0.02453,0,0,0.290727,0.33377,0.150775,0.15,0.006634,0.006634,0.006634,0.003317,0.013268
19,2619.54,2.28493,3.30603,0.02166,0.99855,0.28856,0.45432,0.07419,0.06015,0.03215,2.32397,3.22363,0.02403,0,0,0.288559,0.332415,0.148516,0.15,0.006436,0.006436,0.006436,0.003218,0.012872
20,2753.9,2.27069,3.28245,0.02173,0.99837,0.28516,0.42049,0.06958,0.05333,0.02849,2.32481,3.25269,0.02423,0,0,0.28516,0.326298,0.148969,0.15,0.006238,0.006238,0.006238,0.003119,0.012476
21,2888.54,2.27751,3.27567,0.02146,0.99926,0.28267,0.40679,0.08434,0.06685,0.03667,2.30598,3.23197,0.02372,0,0,0.282674,0.320604,0.150519,0.15,0.00604,0.00604,0.00604,0.00302,0.01208
22,3023.48,2.2582,3.2228,0.02135,0.99867,0.27804,0.40812,0.08047,0.06184,0.03675,2.30203,3.22342,0.02374,0,0,0.278043,0.318098,0.145307,0.15,0.005842,0.005842,0.005842,0.002921,0.011684
23,3159.81,2.27111,3.20912,0.02126,0.99945,0.27238,0.38798,0.07646,0.06594,0.03724,2.31486,3.21423,0.02366,0,0,0.272375,0.313654,0.140305,0.15,0.005644,0.005644,0.005644,0.002822,0.011288
24,3294.21,2.24404,3.21241,0.02102,0.99843,0.27469,0.35767,0.08904,0.06697,0.03633,2.2967,3.20894,0.02335,0,0,0.274693,0.311905,0.145917,0.15,0.005446,0.005446,0.005446,0.002723,0.010892
25,3427.89,2.23969,3.19144,0.02112,0.9988,0.26876,0.39572,0.0928,0.07154,0.0394,2.30656,3.16676,0.02344,0,0,0.268755,0.309946,0.13798,0.15,0.005248,0.005248,0.005248,0.002624,0.010496
26,3561.61,2.22007,3.18394,0.02105,0.99884,0.26929,0.38709,0.07526,0.06793,0.03742,2.31581,3.20682,0.02367,0,0,0.269292,0.307388,0.141431,0.15,0.00505,0.00505,0.00505,0.002525,0.0101
27,3695.29,2.23704,3.14328,0.02066,0.99949,0.26995,0.33316,0.08878,0.07331,0.04082,2.3057,3.13061,0.02368,0,0,0.269945,0.308149,0.14176,0.15,0.004852,0.004852,0.004852,0.002426,0.009704
28,3829.11,2.23784,3.12094,0.02054,0.99997,0.26728,0.33087,0.10294,0.07745,0.04502,2.27122,3.10941,0.02345,0,0,0.267275,0.304299,0.14116,0.15,0.004654,0.004654,0.004654,0.002327,0.009308
29,3962.67,2.23174,3.08753,0.02023,0.99903,0.2672,0.37849,0.09434,0.07743,0.04292,2.27247,3.10342,0.02285,0,0,0.267198,0.30212,0.143209,0.15,0.004456,0.004456,0.004456,0.002228,0.008912
30,4096.12,2.21459,3.08919,0.02052,0.999,0.26654,0.37105,0.10153,0.08399,0.04588,2.25883,3.10478,0.02283,0,0,0.26654,0.302529,0.141704,0.15,0.004258,0.004258,0.004258,0.002129,0.008516
31,4229.82,2.18507,3.09158,0.02028,0.99866,0.26946,0.29163,0.09074,0.07711,0.04403,2.26895,3.08826,0.0232,0,0,0.269457,0.301695,0.147401,0.15,0.00406,0.00406,0.00406,0.00203,0.00812
32,4363.39,2.17428,3.07696,0.02024,1.00022,0.26766,0.32142,0.10665,0.08329,0.04544,2.25024,3.06103,0.02283,0,0,0.267662,0.299705,0.146399,0.15,0.003862,0.003862,0.003862,0.001931,0.007724
33,4497.1,2.20453,3.06485,0.02007,0.99897,0.26369,0.36224,0.10087,0.08146,0.04447,2.2871,3.08047,0.02306,0,0,0.263685,0.298921,0.140554,0.15,0.003664,0.003664,0.003664,0.001832,0.007328
34,4630.96,2.18679,3.06475,0.01987,0.9992,0.26348,0.41049,0.09198,0.08972,0.04917,2.23697,3.03856,0.02262,0,0,0.263481,0.299249,0.139887,0.15,0.003466,0.003466,0.003466,0.001733,0.006932
35,4764.65,2.18953,3.04683,0.02,0.99972,0.26669,0.37867,0.09533,0.08436,0.0472,2.24241,3.09862,0.02285,0,0,0.266691,0.295639,0.148847,0.15,0.003268,0.003268,0.003268,0.001634,0.006536
36,4898.24,2.17971,3.01988,0.01976,0.9998,0.26432,0.30683,0.11125,0.08288,0.04544,2.25574,3.0832,0.02217,0,0,0.264315,0.296677,0.143848,0.15,0.00307,0.00307,0.00307,0.001535,0.00614
37,5032.1,2.18389,3.00837,0.01968,0.99933,0.2622,0.30879,0.11038,0.0952,0.05189,2.25952,3.05039,0.02247,0,0,0.2622,0.295074,0.141927,0.15,0.002872,0.002872,0.002872,0.001436,0.005744
38,5165.89,2.15619,3.00132,0.01949,0.99904,0.26143,0.26781,0.11941,0.08769,0.04709,2.22957,3.04712,0.0221,0,0,0.261434,0.293653,0.14207,0.15,0.002674,0.002674,0.002674,0.001337,0.005348
39,5299.61,2.16495,2.97676,0.01957,1.00027,0.25885,0.3029,0.11254,0.08876,0.0491,2.22204,3.02156,0.02214,0,0,0.258854,0.292335,0.139089,0.15,0.002476,0.002476,0.002476,0.001238,0.004952
40,5433.43,2.15963,2.96976,0.01929,0.99938,0.25833,0.32972,0.11101,0.09105,0.05067,2.24285,3.03867,0.02218,0,0,0.258333,0.289941,0.140614,0.15,0.002278,0.002278,0.002278,0.001139,0.004556
41,5566.71,2.2,3.03836,0.02226,0.99994,0.30744,0.31957,0.11032,0.08078,0.04411,2.24299,3.04456,0.0222,0,0,0.307443,0.34578,0.166625,0.15,0.00208,0.00208,0.00208,0.00104,0.00416
42,5699.75,2.18591,2.94588,0.02208,0.99939,0.29898,0.31255,0.10114,0.08277,0.04611,2.23844,3.01091,0.02213,0,0,0.298978,0.333922,0.164376,0.15,0.001882,0.001882,0.001882,0.000941,0.003764
43,5833.09,2.15629,2.93416,0.02184,0.99956,0.30246,0.28466,0.10297,0.08599,0.04664,2.24013,3.00602,0.02244,0,0,0.30246,0.327784,0.176317,0.15,0.001684,0.001684,0.001684,0.000842,0.003368
44,5966.5,2.16245,2.87794,0.02165,0.99967,0.29666,0.30562,0.1203,0.09457,0.05386,2.23288,2.98814,0.02202,0,0,0.296664,0.322488,0.171953,0.15,0.001486,0.001486,0.001486,0.000743,0.002972
45,6099.79,2.14262,2.86495,0.02167,0.99988,0.29568,0.30464,0.11626,0.0892,0.05117,2.2251,2.97386,0.02187,0,0,0.295683,0.318314,0.174491,0.15,0.001288,0.001288,0.001288,0.000644,0.002576
46,6233.1,2.1274,2.8391,0.02139,1.0005,0.29521,0.29398,0.11269,0.09404,0.05316,2.20804,2.96526,0.02156,0,0,0.295209,0.31468,0.177335,0.15,0.00109,0.00109,0.00109,0.000545,0.00218
47,6366.36,2.13443,2.82355,0.02108,0.99967,0.29379,0.27275,0.11885,0.08773,0.05097,2.2228,2.97011,0.02161,0,0,0.29379,0.314288,0.175363,0.15,0.000892,0.000892,0.000892,0.000446,0.001784
48,6499.49,2.11997,2.84317,0.02109,0.99998,0.29028,0.2685,0.11256,0.08298,0.04804,2.20525,2.96825,0.02162,0,0,0.290283,0.312128,0.171677,0.15,0.000694,0.000694,0.000694,0.000347,0.001388
49,6632.72,2.11859,2.82933,0.02101,1.00001,0.29038,0.26181,0.117,0.08788,0.05062,2.20205,2.95947,0.02136,0,0,0.290381,0.312648,0.171319,0.15,0.000496,0.000496,0.000496,0.000248,0.000992
50,6766.12,2.11598,2.807,0.02078,0.99972,0.28756,0.31438,0.11275,0.08881,0.05063,2.19137,2.94501,0.02138,0,0,0.287561,0.311631,0.167638,0.15,0.000298,0.000298,0.000298,0.000149,0.000596
